H,S,V,R,G,B,bias,label
88.0,156.0,133.0,40.0,112.0,156.0,1.0,2.0
83.0,155.0,129.0,41.0,118.0,155.0,1.0,2.0
89.0,159.0,135.5,40.0,112.0,159.0,1.0,2.0
84.0,155.0,119.0,45.0,117.0,155.0,1.0,2.0
92.0,164.0,143.0,39.0,113.0,164.0,1.0,2.0
88.0,165.0,138.0,40.0,120.0,165.0,1.0,2.0
87.0,151.0,132.5,39.0,107.5,151.0,1.0,2.0
90.0,155.0,136.0,39.0,108.0,155.0,1.0,2.0
86.0,153.0,132.0,39.0,112.0,153.0,1.0,2.0
91.0,164.0,129.0,44.0,115.0,164.0,1.0,2.0
70.0,134.0,118.0,38.0,122.0,135.0,1.0,2.0
70.0,150.0,109.0,45.0,136.0,150.0,1.0,2.0
93.0,167.0,140.0,41.0,114.0,167.0,1.0,2.0
89.0,159.0,134.0,41.0,112.0,159.0,1.0,2.0
88.0,152.0,131.5,39.0,108.0,152.0,1.0,2.0
90.0,156.0,133.0,40.0,107.0,156.0,1.0,2.0
70.0,155.0,114.0,45.0,139.0,155.0,1.0,2.0
93.0,167.0,142.0,40.0,114.0,167.0,1.0,2.0
91.5,161.0,141.0,39.0,111.0,161.0,1.0,2.0
84.5,163.0,121.0,46.0,123.0,163.0,1.0,2.0
81.0,147.0,129.0,39.0,116.0,148.0,1.0,2.0
90.0,155.0,132.0,41.0,107.0,155.0,1.0,2.0
92.0,162.0,139.5,39.0,111.0,162.0,1.0,2.0
83.0,153.0,119.0,45.0,119.0,153.0,1.0,2.0
97.0,167.0,143.0,40.0,108.0,167.0,1.0,2.0
83.0,159.0,135.0,39.0,121.0,159.0,1.0,2.0
93.0,162.0,140.0,40.0,109.0,162.0,1.0,2.0
80.0,155.0,132.0,39.0,125.0,155.0,1.0,2.0
90.0,154.0,133.0,40.0,106.0,154.0,1.0,2.0
79.0,147.5,132.0,38.0,119.0,147.5,1.0,2.0
90.0,158.0,136.0,40.0,111.0,158.0,1.0,2.0
85.5,154.0,134.0,39.0,113.0,154.0,1.0,2.0
86.0,153.0,133.0,39.0,112.0,153.0,1.0,2.0
90.0,153.5,139.0,37.0,104.0,153.5,1.0,2.0
88.0,155.5,136.0,39.0,110.0,155.5,1.0,2.0
89.0,158.0,136.0,39.0,112.0,158.0,1.0,2.0
88.0,158.0,139.0,38.0,114.0,158.0,1.0,2.0
86.0,149.0,129.0,40.0,109.5,149.0,1.0,2.0
83.5,146.0,134.0,36.0,110.0,146.0,1.0,2.0
85.0,148.0,139.0,36.0,111.0,150.0,1.0,2.0
92.0,157.5,140.0,38.0,107.0,157.5,1.0,2.0
85.0,154.0,133.0,39.0,114.0,154.0,1.0,2.0
84.0,152.0,140.0,36.0,113.0,153.5,1.0,2.0
90.0,159.0,135.0,40.0,111.0,159.0,1.0,2.0
86.5,159.0,144.0,37.0,116.0,159.0,1.0,2.0
93.0,162.0,146.0,37.0,110.0,162.0,1.0,2.0
85.0,156.0,136.0,38.0,116.0,156.0,1.0,2.0
86.0,156.0,133.0,40.0,114.0,156.0,1.0,2.0
81.0,147.0,130.0,37.0,115.0,147.0,1.0,2.0
89.0,160.0,139.0,39.0,112.0,160.0,1.0,2.0
78.0,150.0,142.0,34.0,124.0,150.5,1.0,2.0
86.5,153.0,135.0,38.0,111.0,153.0,1.0,2.0
83.0,159.0,135.0,39.0,122.0,159.0,1.0,2.0
90.5,161.0,139.0,39.0,111.0,161.0,1.0,2.0
95.0,165.0,143.0,40.0,108.0,165.0,1.0,2.0
88.0,162.0,145.0,37.0,117.0,162.0,1.0,2.0
84.0,152.0,129.0,41.0,113.5,152.0,1.0,2.0
76.0,143.0,116.0,42.0,119.0,143.0,1.0,2.0
76.0,146.0,120.0,41.0,121.0,146.0,1.0,2.0
79.0,147.0,120.0,42.0,118.0,147.0,1.0,2.0
75.0,138.0,126.0,38.0,121.0,143.0,1.0,2.0
72.0,133.0,109.0,42.0,117.0,133.0,1.0,2.0
80.0,150.0,140.0,36.0,122.0,153.0,1.0,2.0
82.0,150.0,121.0,43.0,116.0,150.0,1.0,2.0
80.0,139.0,114.0,43.0,108.0,139.0,1.0,2.0
86.5,145.0,124.0,41.0,102.5,145.0,1.0,2.0
72.0,138.0,114.0,41.0,123.0,138.0,1.0,2.0
85.0,150.0,126.5,41.0,111.0,150.0,1.0,2.0
84.0,149.0,126.0,40.0,112.0,149.0,1.0,2.0
86.0,154.0,127.0,42.0,112.0,154.0,1.0,2.0
89.0,148.0,128.0,40.0,103.0,148.0,1.0,2.0
79.0,147.0,125.0,41.0,120.0,147.0,1.0,2.0
77.0,138.0,115.0,41.0,111.0,138.0,1.0,2.0
85.0,149.0,127.0,41.0,110.0,149.0,1.0,2.0
83.0,144.0,127.0,38.0,109.0,144.0,1.0,2.0
75.0,136.0,110.0,42.0,116.0,136.0,1.0,2.0
82.0,145.0,122.0,41.0,111.0,145.0,1.0,2.0
83.0,150.0,127.0,40.0,114.0,150.0,1.0,2.0
92.0,148.0,125.0,42.0,98.0,148.0,1.0,2.0
91.0,159.0,135.0,41.0,108.0,159.0,1.0,2.0
88.0,153.0,131.0,40.0,107.0,153.0,1.0,2.0
90.0,157.0,139.5,39.0,110.0,158.0,1.0,2.0
85.0,147.0,122.0,42.0,109.0,147.0,1.0,2.0
78.0,141.5,116.0,42.0,116.0,141.5,1.0,2.0
91.0,154.0,131.0,41.0,104.0,154.0,1.0,2.0
84.0,155.0,129.0,41.0,117.0,155.0,1.0,2.0
84.0,163.0,138.0,39.0,126.0,163.0,1.0,2.0
81.0,151.0,122.0,42.0,118.0,151.0,1.0,2.0
85.0,153.0,124.0,43.0,114.0,153.0,1.0,2.0
83.0,145.0,125.0,40.0,109.5,145.0,1.0,2.0
90.0,153.0,130.5,41.0,106.0,153.0,1.0,2.0
75.0,151.0,121.0,42.0,128.0,151.0,1.0,2.0
76.0,148.0,124.0,40.0,124.0,148.0,1.0,2.0
87.0,151.0,125.0,42.0,109.0,151.0,1.0,2.0
85.0,152.0,127.0,41.0,113.0,152.0,1.0,2.0
83.0,148.0,126.5,41.0,112.0,148.0,1.0,2.0
80.0,145.0,117.0,43.0,114.0,145.0,1.0,2.0
89.0,152.0,125.0,43.0,107.0,152.0,1.0,2.0
84.0,150.0,131.0,39.0,114.0,150.0,1.0,2.0
89.0,157.0,134.0,40.0,110.5,157.0,1.0,2.0
93.0,157.0,136.0,40.5,104.0,157.0,1.0,2.0
90.0,158.0,131.0,42.0,110.0,158.0,1.0,2.0
86.0,151.0,124.0,42.0,110.0,151.0,1.0,2.0
82.0,147.0,128.0,39.0,113.0,147.0,1.0,2.0
87.0,153.0,130.0,40.0,110.0,153.0,1.0,2.0
85.0,150.5,133.0,38.0,112.5,150.5,1.0,2.0
87.0,154.0,134.0,39.0,110.0,154.0,1.0,2.0
88.0,149.0,131.0,39.0,105.0,149.0,1.0,2.0
74.0,144.0,130.0,36.0,125.0,144.0,1.0,2.0
86.0,146.0,127.0,39.0,107.0,146.0,1.0,2.0
93.0,154.0,134.0,40.0,102.0,154.0,1.0,2.0
63.5,139.0,104.0,44.0,140.0,139.0,1.0,2.0
58.0,131.0,98.0,44.0,142.0,131.0,1.0,2.0
60.0,135.0,98.0,45.0,140.0,135.0,1.0,2.0
58.0,130.0,95.0,44.0,141.0,130.0,1.0,2.0
60.0,135.0,103.0,43.0,142.0,135.0,1.0,2.0
59.0,137.0,105.0,43.0,144.0,137.0,1.0,2.0
53.0,130.0,95.0,44.0,150.0,130.0,1.0,2.0
61.0,134.0,98.0,45.0,138.0,134.0,1.0,2.0
62.0,138.0,102.0,44.0,140.0,138.0,1.0,2.0
62.0,137.0,104.0,43.0,140.0,137.0,1.0,2.0
66.0,136.0,101.5,45.0,133.0,136.0,1.0,2.0
57.5,126.0,94.0,44.0,138.0,126.0,1.0,2.0
59.0,134.0,99.0,44.0,143.0,134.0,1.0,2.0
64.0,137.0,99.0,45.0,136.0,137.0,1.0,2.0
59.0,137.0,100.0,44.0,145.0,137.0,1.0,2.0
60.0,132.0,96.0,45.0,138.0,132.0,1.0,2.0
59.0,132.0,100.0,44.0,141.5,132.0,1.0,2.0
59.0,130.0,96.0,45.0,140.0,130.0,1.0,2.0
60.0,135.0,100.0,44.0,140.0,135.0,1.0,2.0
62.0,138.0,100.0,45.0,140.0,138.0,1.0,2.0
63.0,134.0,99.0,45.0,136.0,134.0,1.0,2.0
58.0,129.0,95.5,45.0,140.0,129.0,1.0,2.0
59.0,133.0,94.0,46.0,141.0,133.0,1.0,2.0
58.0,131.0,95.0,46.0,142.0,131.0,1.0,2.0
58.0,132.5,99.0,44.0,143.0,132.5,1.0,2.0
65.0,140.0,106.0,44.0,136.0,140.0,1.0,2.0
57.0,133.0,97.0,44.0,146.0,133.0,1.0,2.0
59.0,132.0,97.0,45.0,141.0,132.0,1.0,2.0
59.0,133.0,97.0,45.0,142.0,133.0,1.0,2.0
56.0,131.0,96.0,44.0,145.0,131.0,1.0,2.0
56.0,131.0,96.0,44.0,144.0,131.0,1.0,2.0
57.0,123.0,114.0,34.0,137.0,124.0,1.0,2.0
78.0,143.0,117.0,42.0,116.0,143.0,1.0,2.0
82.0,146.0,118.0,43.0,113.0,146.0,1.0,2.0
76.0,148.0,120.0,42.0,125.0,148.0,1.0,2.0
74.0,143.0,126.0,39.0,124.5,143.0,1.0,2.0
84.0,145.0,121.0,42.0,107.0,145.0,1.0,2.0
76.0,140.0,120.0,40.0,117.0,140.0,1.0,2.0
78.0,150.0,135.0,36.0,122.0,150.0,1.0,2.0
81.0,149.0,125.0,41.0,116.0,149.0,1.0,2.0
87.0,146.0,120.0,43.0,103.0,146.0,1.0,2.0
77.0,140.0,118.0,41.0,115.0,140.0,1.0,2.0
87.0,153.0,130.0,41.0,111.0,153.0,1.0,2.0
88.0,152.0,127.0,42.0,107.0,152.0,1.0,2.0
87.0,148.5,126.0,41.0,107.0,148.5,1.0,2.0
63.0,108.0,85.0,46.0,106.0,108.0,1.0,2.0
77.0,133.0,116.0,39.0,107.0,133.0,1.0,2.0
86.0,142.0,117.0,43.0,102.0,142.0,1.0,2.0
95.0,147.0,181.0,18.0,122.0,181.0,1.0,2.0
88.0,145.0,123.0,42.0,102.0,145.0,1.0,2.0
87.0,147.0,123.0,42.0,104.0,147.0,1.0,2.0
81.0,145.0,119.0,42.0,114.0,145.0,1.0,2.0
80.0,147.0,121.0,41.0,116.0,147.0,1.0,2.0
85.0,152.0,128.0,41.0,114.0,152.0,1.0,2.0
82.0,154.0,131.0,39.0,120.0,154.0,1.0,2.0
82.0,157.0,130.0,41.0,123.0,157.0,1.0,2.0
87.0,156.0,132.0,40.0,114.0,156.0,1.0,2.0
86.0,162.0,136.0,40.0,121.0,162.0,1.0,2.0
82.0,144.0,122.0,40.0,110.0,144.0,1.0,2.0
74.0,138.0,115.0,41.0,117.0,138.0,1.0,2.0
73.0,133.0,115.0,39.0,115.0,133.0,1.0,2.0
60.0,117.0,106.0,36.0,122.0,117.0,1.0,2.0
71.0,131.0,114.0,39.0,118.0,131.0,1.0,2.0
71.0,135.0,152.0,24.0,135.0,152.0,1.0,2.0
77.0,137.0,118.0,40.0,112.0,137.0,1.0,2.0
65.0,125.5,113.0,36.0,122.0,125.5,1.0,2.0
65.0,123.0,111.0,37.0,120.0,124.0,1.0,2.0
76.0,142.0,126.0,37.0,119.0,142.0,1.0,2.0
72.0,135.0,120.0,37.0,119.0,135.0,1.0,2.0
61.0,120.0,104.0,38.0,124.0,120.0,1.0,2.0
70.0,136.0,125.0,35.0,124.0,136.0,1.0,2.0
71.0,131.0,132.0,30.0,121.0,135.0,1.0,2.0
72.5,139.0,132.0,34.0,123.0,141.0,1.0,2.0
73.0,146.0,133.0,36.0,127.0,146.0,1.0,2.0
74.0,144.0,134.0,36.0,126.5,145.0,1.0,2.0
74.0,142.0,128.0,36.0,122.0,142.0,1.0,2.0
77.0,145.0,133.0,36.0,120.0,146.0,1.0,2.0
73.0,138.0,125.0,36.0,119.0,138.0,1.0,2.0
77.0,148.0,133.0,36.0,122.0,148.0,1.0,2.0
73.0,142.0,124.0,38.0,124.0,142.0,1.0,2.0
75.0,136.0,123.0,37.0,117.0,136.0,1.0,2.0
72.0,136.0,123.0,36.0,120.0,137.0,1.0,2.0
69.0,135.0,122.5,36.0,123.5,135.0,1.0,2.0
76.0,139.0,123.0,38.0,116.0,139.0,1.0,2.0
68.0,136.0,122.0,37.0,128.0,136.5,1.0,2.0
70.0,132.0,106.0,43.0,119.0,132.0,1.0,2.0
67.0,126.0,103.0,42.0,120.0,126.0,1.0,2.0
68.0,126.0,102.0,43.0,117.0,126.0,1.0,2.0
65.0,141.0,112.0,41.0,137.0,141.0,1.0,2.0
82.0,138.0,117.0,41.0,104.0,138.0,1.0,2.0
65.0,125.0,100.0,43.0,122.0,125.0,1.0,2.0
66.0,123.0,101.0,42.0,118.0,123.0,1.0,2.0
68.0,127.0,102.0,42.0,120.0,127.0,1.0,2.0
66.0,119.0,98.0,41.0,112.5,119.0,1.0,2.0
68.0,121.0,100.0,42.0,113.0,121.0,1.0,2.0
